"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Sierra Leona","SLE","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","419740495.243891","399671221.203645","406465631.944199","411947248.598331","418761730.146242","429649872.930601","438416711.074678","442358957.63037","444555352.851761","446564033.433163","451707730.259085","467120077.995365","491205406.641536","553267832.250798","661698715.806861","731213857.350701","737596561.721806","768546901.001018","798115821.295902","821445004.689162","976647919.244904","924529576.71085","927923249.057511","984581220.607617","990533578.26432","985245029.586686","1476157670.52523","1532078413.352","1047057125.99131","1013218431.53094","1064606902.10351","959649017.945854","904512051.532983","1178322635.64859","1267332373.74478","1343256453.59427","1448009874.29981","904512060.628541","1191573153.74352","1304417573.79479","1419092425.6891","1515956826.95606","1606416278.40535","1819312247.7592","1940891095.73571","2018943301.66513","2089947900.94688","2192169927.99306","2276496520.09473","2380142474.24397","2399271190.5937","2474361442.9472","2558134084.85024","2696753420.04648","2802144622.59178","2954205762.27418","3002393341.88071","",
"El Salvador","SLV","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","1449449118.20482","1477755275.85949","1562953036.26728","1590979906.47816","1649547469.62934","1757713082.08076","1813580473.68206","1851135668.36677","1898312597.72244","2063897486.98944","2175787482.14257","1982362071.58831","2052786140.63773","2334109718.98815","2361795028.2217","2235162242.53532","2000239769.00742","1843004016.95037","1885680503.12953","1942758454.70311","1903837487.99242","1822891784.24563","1847069960.52622","1828292127.34539","1818049780.0918","1936848836.65667","1875265582.35453","1976194137.05007","1898513314.53315","1783533284.22192","1787645498.56563","1737242605.25034","1674206981.21786","1594368329.41813","1643619059.91881","1526757686.38701","1427177310.74425","1374071044.00541","1333270264.03248","1321655373.42355","1335953829.49932","1368317142.0839","1470018619.75643","1464158765.89986","1394067485.79161","1463023935.04736","1397575144.79026","1447301369.41813","1358268730.71719","1375033277.40189","1296080000","1393799253.04466","1403744497.97023","1371329602.16509","1363045336.94181","1331981921.51556","1373929396.48173",
"San Marino","SMR","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284699.877954066","199780.776426388","298321.294528593","242608.473584133","230582.358049867","198676.33724467","",
"Somalia","SOM","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2103927529.65222","2270455117.75421","2424767074.0382","2399901113.30247","2398952683.26664","2140488956.12041","2521716474.56057","2386110278.88622","2222602594.94869","2644179745.87222","2514764997.04994","2509607449.21948","2312802702.65799","2510991495.3764","2531366198.76226","2521589649.61392","2544762773.01827","2112549787.98177","2556330494.78272","2606240706.39657","2662442538.18993","2860812378.11479","2534883293.47844","2918026971.43865","2869858305.28787","2932472149.05791","2774584280.69118",
"África al sur del Sahara (excluido altos ingresos)","SSA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","83047211351.5714","86058263528.4868","84155686845.2516","82490911369.9376","85428017117.1579","92188578959.9622","95353038883.0953","96966201491.0302","105369919252.907","103647724694.907","106236833964.8","106354422120.077","111675917320.755","112101455804.92","116471959091.344","126524554103.992","132146596679.981","135578262283.243","141357599124.07","141065574478.228","147412709140.921","167823718819.047","175565019409.782","179890703490.288","190349025775.483","201084392597.79","207946815764.082","218706956770.052","226228102925.68","237534417192.283","242914744960.531","251171574415.425","259036035445.901","271950458344.679","281944474045.846","290957055964.176","302541916796.08","310441243164.489","317849259120.583","326760918711.176","337871414003.55",
"Sudán del Sur","SSD","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","794367366.487634","1106792045.76081","1099376504.89179","938427844.915227","710288946.597089","1253670548.29643","1021690779.70742","1242375561.84451","1028609944.86868","864049464.917598","842450292.148901","925852518.34019","981218372.854202","",
"África al sur del Sahara","SSF","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","83092644473.6668","86091538204.4544","84198633756.2004","82527215440.4401","85464010571.5292","92227085814.1746","95389298964.9512","97000369735.802","105403098895.362","103686136753.966","106273485610.652","106385267581.65","111704082027.401","112131982555.308","116501097713.827","126554904594.499","132178268304.324","135609849276.215","141393266549.643","141102914379.659","147448987875.286","167860022931.89","175598871517.437","179923424009.77","190384325333.51","201117429278.797","207980069762.952","218741747744.965","226257116552.885","237561617609.05","242942900988.986","251200255552.996","259071198299.831","271983118314.925","281976629207.835","290989668612.938","302583476100.363","310483347844.951","317895804686.579","326798436918.759","337908279943.839",
"Pequeños Estados","SST","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8824318790.41464","8986958641.51351","9084578647.27057","9266542235.44356","9304296965.84782","9604778431.76544","9973695663.00598","10421841858.3988","10165574132.2883","10162588147.2877","10513187748.1114","10543557089.3074","10707132907.8736","10873047021.6248","11066188327.6861","11081830865.2986","11188006489.3821","11344535848.2118","11295438945.6421","11090533424.7544","11290798178.6318","11442319334.0646","11599793320.421","12026400615.5217","11956878626.9122","12185830378.429","12438951215.2134","12524222073.2554","12711486457.7539","13012253208.877","13215145781.9768","13452882328.636","13500450398.0667",
"Santo Tomé y Príncipe","STP","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25074572.2918729","24562830.7368611","24955649.7347155","25967834.4625474","26415284.8962116","28339964.9186015","29058983.1187705","32264951.4300029","33484770.1127888","33703566.9186321","34714174.5549477","35259158.2420782","35121680.2175484","36580194.1655446","37757788.6871847","38511207.1960549","39107335.4682207","37726160.6096648","38078603.6004942","37570225.6859823","37983498.1685281",
"Suriname","SUR","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","248412156.358475","256400479.439225","297373035.443557","283973209.585272","313865128.8085","317445018.585185","358738679.54459","348415264.290105","317445018.585185","330349287.616706","332930141.452279","325187580.004098","343253556.677496","340672702.871192","332930141.452278","335510995.258583","377182720.168584","385730792.870313","357949629.75971","341922030.028975","319483390.405947","323757426.756812","315209354.055082","294907776.509498","307729827.026078","325894430.298241","363292153.247285","349401557.05798","362223666.110575","365429156.788714","347264553.516551","358475575.848041","377877601.194135","343231100.184388","450866186.67135","463800860.47941","484588755.231656","534017736.412328","485974595.369801","511843972.253929","533555770.187608","533848450.259022","499604881.903591","457166271.54857","371118330.552873","365557409.196008","",
"República Eslovaca","SVK","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589477541.711719","624829950.945703","653669519.511719","651143158.659765","495879034.258594","568524390.772265","753294900.986718","796602517.646484","833933188.364453","842356610.230078","893839117.867968","1094900605.85547","1383397257.18867","1660159700.19062","1607136079.14766","1238596948.85898","1456717197.53984","1432781675.95039","1753726031.76992","2327151140.98008","1948225860.52226","2115550390.04453","1986497398.17148","2249689389.0082","1836228300.80391","1915031453.86055","1783413268.18437",
"Eslovenia","SVN","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","736948447.56914","783545769.949609","830017717.373437","815703891.571484","773156291.241796","790091896.004296","793037652.728906","909535396.73164","672128485.473046","854972881.309374","808153656.350781","800878580.326953","862202467.304687","868588823.503124","792043529.178906","810523575.885156","852954677.361328","791101552.734765","783286143.933203","798941370.819921","903790338.983984","891277252.603515","846435179.616015","1023662111.68711","950518583.885546","987445391.911327","925866316.968749",
"Suecia","SWE","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","4543448389.5122","4578855578.08886","4947899530.60763","5176123991.27469","5331915549.87849","5396457846.61616","5381687917.64397","5059583795.74244","5004550984.90794","5562770409.91388","5863225516.3084","5471318654.60018","5339199386.19668","5422153292.95386","5141057295.19299","5109758542.17364","5027243647.84991","5159314901.12094","4835538785.60641","4926589703.48087","5119598680.43351","5327427142.71728","5495065160.78302","5518657781.43018","6077885879.8857","6052396365.11616","6329935686.39756","6619567707.70917","6455249254.3576","6458924486.71972","6487615010.32079","6667582840.18203","6680149763.74283","6670902404.8962","7100430367.73368","7321774200.63943","7206063659.17397","7625514371.98627","6852411461.23188","7195037962.08761","7324145318.29241","7257516912.24365",
"Eswatini","SWZ","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","240101362.342317","227611480.45312","249797453.9705","249797453.9705","238786631.822786","232870383.182462","188662823.416005","219065790.122517","210027063.7541","228162001.728002","229254908.114122","201645712.31984","186362020.820845","225803752.593342","223502998.370142","263930715.14874","239937042.794758","226789795.645795","270011312.3598","263692173.66601","283180965.400558","231307533.532153","214956979.110212","224820060.418138","220415957.939824","250796325.266701","255411397.210639","255015820.997501","277405537.209706","279568025.022914","274544664.714792","283832051.979937","307902229.425595","268283020.932463","322161431.838461","310606541.235306","301010637.610334","327966773.249275","354911589.849615","311169378.011163","329138932.254389","372059614.075788","393950886.265069","366034064.155021","380088653.177785","348132046.842116","333186688.17899","353195987.260955","355891605.755872","336590332.76082","370111875.200016",
"Sint Maarten (Dutch part)","SXM","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1005586.59217877","","","","","","",
"Seychelles","SYC","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","40159832.4093305","40615676.5613321","37105682.4933428","39795161.022678","30817476.7989692","38368879.7800238","33027344.0851199","32916693.3228575","35252774.0940567","33580833.9933641","31964120.9000809","31544379.9039739","35692563.6546632","34233858.4333091","29219572.7612911","27031524.766632","29082833.2880116","27988799.4533099","29265159.1439657","30541518.8346214","30541518.8346214","34233858.4333091","35689887.8894307","34879327.7714212","35302354.4498358","33224052.1791987","32277008.3595863","34761397.3537468","32901012.5516051","33172209.2278186","34712918.7836517","28988119.0686781","27186601.101652","28140550.7565335","28666850.1680768","35125931.0171887","32638118.6175102","32139282.7434434","32598528.4687747","41514229.9639995","42060574.0165488","46486752.6451728","37523542.9714655","37056379.2163871",
"República Árabe Siria","SYR","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11799712958.3179","12756720100.4932","13764617852.2569","13399154718.1149","12987389039.705","13996710673.8095","15491628922.5142","13395726853.2204","12491086939.3571","14044858991.4821","12675242388.7689","14857526653.4054","11033664258.9605","10072263986.2308","5466973112.10055","5901406317.0769","5785436748.48429","6028988874.91656","5139371468.20728","","","",
"Islas Turcas y Caicos","TCA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3683606.10928621","3464088.23458892","4607526.98587767","4664000","4499277.72316398","4499277.72316398","4115037.57163066","3982409.85925624","3573791.2580622","3558865.85655404",
"Chad","TCD","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4353777022.32157","4139198119.6697","4012639866.21969","4660068368.9946","4303964477.13884","4811515491.85486","4710783559.17085","5012274180.32431","5518513923.35436","5187403087.9531","5348619428.51838","5562564855.37788","5818443071.92789","5958085466.91036","6005273705.66288",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","148469808053.624","151197923279.827","157978081352.572","171563943624.4","190335995006.676","204440497718.457","219021004013.152","221576239467.155","223464892425.962","226934794995.019","241853584451.368","247578499299.182","247503897579.574","268835679390.543","278683259495.687","283455027365.76","285042139026.955","282400517246.813","285438157992.854","299621929175.022","299732817743.605","319008896930.202","346810434713.414","369761760558.169","407445327030.733","416270630763.868","429028394857.452","446319070153.616","461418596748.18","478181241466.384","503017247036.635","515445196912.929","540254053401.397","543582776012.858","559221434276.164","583588796784.602","611340820941.705","628999369484.095","643374168830.596","662140987845.933","679107200680.847","697174078179.2","715911802863.488","738614805556.843","778254168724.144","814193124096.958","852450308208.409","884190533622.342","926324732352.509","957937665318.067","996833368078.314","1038488217893.92","1082117623953.25","1121270775710.02","1163631407689.21","1202542434620.38","1236993904728.05","1285553052390.94","1329391402302.39","1367945448779.98","1403273225924.56","1483724054681.61",
"Europa y Asia central (BIRF y la AIF)","TEC","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172423075423.187","163293486830.682","157371785557.765","153749546822.624","142696381114.624","137943928621.485","135350574502.85","135797679919.243","127604774570.398","130792008415.996","137357729822.972","143673196283.85","149604554915.222","148969470733.415","157731843508.308","160362843149.283","163741784702.734","159778989549.766","169466563172.156","175027535199.674","171532481590.894","186818546482.645","182501948147.046","193781041357.981","197686514434.728","203841230403.818","207621364437.232","212863779316.154","217054362755.849","222047899289.648","225917818335.937","228493194780.254",
"Togo","TGO","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","245132920.829583","260780067.708595","273166717.524295","293377191.752906","312283988.109857","290117542.047816","288161758.579309","304460759.826218","314239677.395902","318803193.096228","327930946.382597","311631882.28586","292725274.293833","343577340.08585","326627174.569823","380738733.020443","381504804.890695","347797482.103242","350861864.008063","455813972.549412","489980863.303286","497181983.459194","498170214.408986","544303190.377513","574257814.89169","591438235.161269","584702989.761087","591856509.21474","627334608.419512","626941374.350881","661704548.597285","770003852.466233","804370466.586238","782161471.403497","825061626.351919","785991831.251652","829933897.220737","832577872.933903","819006277.246233","846586311.129353","931644430.713537","882691777.119896","901395263.439826","1048672191.08461","771795268.344046","782813235.194954","821916300.668782","904833971.04177","904696026.813589","1018954638.09557","1019044447.1921","1053368514.5197","1135034959.38361","1171878474.15714","1194073620.51441","1209802475.0094","",
"Tailandia","THA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","9089350358.01938","9363470558.94588","10029705676.9283","10947760390.7372","11067951647.1653","11465796406.9535","13039452436.9526","12654115445.193","13874642137.6914","14934381623.7209","15525817434.1653","16189676508.2921","15894586185.9298","17406563200.1998","17922939880.7971","18697379375.3507","19840587629.1844","20283160345.6543","22827765194.4876","22385192478.0177","22790863220.8068","24353172524.047","24955904851.4071","26146684026.8525","27302192941.8558","28533012016.2659","28641835203.1819","28661290329.6513","31673696794.3724","34714093543.7919","33087143020.4039","35488658558.0394","37187781325.3784","22016850602.1317","23485873982.1179","23786269317.9073","25044854086.9865","24924372200.9616","25095151227.5055","26306213870.7149","28094826437.8151","28960457569.9888","28993237430.5339","32459461978.7612","32098478823.1283","32078938094.9726","33338100992.1037","33974388726.0717","34970734610.7897","34885287284.7126","34725550503.9608","36912666737.265","37911209508.5804","38177553102.1103","38067593146.6309","35605923901.4591","35193718600.424","36890697871.2912","39139847244.5689","38805053289.6889","37463102455.5196","37980122372.3719",
"Tayikistán","TJK","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","1234685486.77646","1282838215.77511","1200736576.26315","1331616773.46556","1157174963.28388","1051872135.43375","1005589676.45642","737097228.381725","704665001.238911","645473152.680529","558979691.443297","459481326.30894","476022621.518218","506012017.547247","521698407.14734","588961215.41331","627832655.630589","733308537.578096","799306305.960125","889627949.497051","903861944.208611","952670546.924308","1014594131.16238","1094747042.46482","1209695504.22779","1291954716.12106","1394019241.2938","1538997246.58678","1655960955.45797","1730479178.11742","1785854521.26365","1878718971.06387","2006471861.62102","2086704543.12149","2234877554.76728","2431547829.19467","2592006632.14644",
"Turkmenistán","TKM","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3331714285.71429","","","","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","75983706761.1944","77219136580.61","79949807400.5327","80483278423.0739","83338395207.9945","85271373854.497","89410608669.4849","91485899018.037","94596945610.3686","98043725583.3717","100866228885.928","102851857440.196","109081191609.832","111714331429.032","113847143449.938","117181984215.346","124056615267.855","124439742790.992","124200412738.93","127194192973.002","132266808446.559","129723312618.712","137177318472.302","139530674396.001","139837953713.25","142792966477.753","146480987288.07","149271747173.968","151792302425.805","158108893386.745","164209216014.807","168415442348.611","170227054783.659","175364932514.721","181255337332.631","184396795611.799","190716096857.486","196346522141.558","207780675555.035","212184481477.081","219821235034.561","229141980337.544","238921392081.288","244447328902.602","231814801627.623","250483941574.119","257923229084.486","254099094567.288","269966807819.323","277142507344.27","286353838542.041","283767847931.148","304040174125.913","305206469146.437","313747418454.747","316137243609.932","320023962373.674",
"Timor-Leste","TLS","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","238917700","236561200","250695100","248364400","261340500","267172300","282962700","278889600","296687200","304986000","318312900","266527600","316662900","300195600","296450900","283447100","279658800","271265200","279071300","285926500","300540300","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","28497871925.3699","29035130786.6292","30499862905.1978","32014093299.1754","32106679143.9667","33317722918.2327","34483726144.1323","36740767056.6103","35859536657.6784","37815699006.2191","37978119066.2623","42104834626.0301","41053913875.718","42425592325.7906","43841121147.9547","45509337447.6664","45200456434.8989","48330525882.0877","48878389387.7955","51629813542.105","55914105265.5637","58604004744.1291","58177761095.9039","60736399609.0281","63478117011.4247","67839688379.6651","70418077457.5548","72985654515.7221","72862668808.853","77554094177.8382","77072952674.2234","84164434955.666","82663068491.3861","90002840132.9378","89460853832.1276","89039449299.0911","92288504157.9956","99151705510.3384","101467317930.676","104560546962.01","111655719086.773","119876139756.556","115056712599.24","107830653969.282","117612321578.851","121059397272.323","129123161873.323","128375041111.777","135663148542.112","136015699702.275","136338628014.161","137142032037.029","140767342285.902","143543927960.106","153387105267.778","159465957002.363","",
"Tonga","TON","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","48558920.3078725","53419144.4886902","51966006.9224107","48171516.5465205","47829509.0699713","49044544.3673307","47213464.0570073","49027572.6301421","44029375.2802481","48186662.4733514","51777035.5503887","52154978.2944327","53099793.6588525","47997691.1013294","50155674.4570611","47629209.3745936","52311790.5067451","56142174.6544402","57638799.7037849","57359118.7535372","57770673.0064388","57954249.9387676","62613676.4759283","62626000.6958428","61634917.6371312","60063392.8674308","59059031.1879359","59501831.6953682","60098290.7426768","61429306.4934402","60115469.9583152","56621034.916437","64483140.2994534","63419398.2876434","57550745.8497158","60246388.8601003","71510393.8964115","70399595.7722007","73180802.8952574","75024829.8608445","73716844.2180022","72794104.5606345","70967256.8106857","71231957.8168623","73776722.4985967","74398327.9340137","",
"Asia meridional (BIRF y la AIF)","TSA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","105060656299.95","105614077030.823","104957467574.566","107300712326.461","116386255646.337","106306936674.557","105630927407.765","118256612585.291","120537071223.954","127350615142.702","136448523399.617","133475686238.184","127804732104.94","135220605173.531","135037062089.523","147789611484.71","142429566218.995","153866034323.78","158026032600.266","142558860212.207","157752789284.084","164880658211.096","165757749800.825","180277113283.474","182167856482.897","185311351254.728","186644634723.097","184967344212.607","208087401813.037","211988212519.42","221000661259.28","219457774901.417","233825355855.212","238499088578.248","249419578322.072","250325407464.329","274120000033.744","269582186238.408","285218698546.019","292779977019.976","296729775524.595","310542085642.747","295245843096.088","318282770191.585","320381717960.117","336935461026.587","346308383388.624","364400929703.624","365765412060.015","367595747447.347","393337889041.213","414754417295.221","423492776315.294","443905102986.161","446428631545.842","451045106105.078","475075158547.36","502062740874.565","514201023879.35","538879103684.577","556901371235.816","575122389139.258",
"África al sur del Sahara (BIRF y la AIF)","TSS","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","83092644473.6668","86091538204.4544","84198633756.2004","82527215440.4401","85464010571.5292","92227085814.1746","95389298964.9511","97000369735.802","105403098895.362","103686136753.966","106273485610.652","106385267581.65","111704082027.401","112131982555.308","116501097713.827","126554904594.499","132178268304.324","135609849276.215","141393266549.643","141102914379.659","147448987875.285","167860022931.89","175598871517.437","179923424009.77","190384325333.51","201117429278.797","207980069762.952","218741747744.966","226257116552.885","237561617609.05","242942900988.985","251200255552.996","259071198299.831","271983118314.925","281976629207.835","290989668612.938","302583476100.363","310483347844.95","317895804686.579","326798436918.759","337908279943.839",
"Trinidad y Tobago","TTO","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","180948055.360873","201599698.797704","203074856.784025","203566544.5356","217530997.709482","230217062.707776","272159614.686583","252983098.858916","250082008.675918","271127038.290163","291975422.378521","294823280.8917","315087334.564121","356420364.937781","330616814.50285","338097476.10776","330095996.705075","358740294.962433","389988664.297607","330474761.887328","217365290.655772","205528802.588364","184696574.275974","224940630.12295","242127205.495153","163769668.101316","216323672.971281","216986525.473519","189580937.032698","187897727.771319","193826801.862376","263129196.866004","244358454.233579","263815250.497898","238452275.084044","230887957.434113","229013633.532151","",
"Túnez","TUN","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","736219237.71106","658255848.713388","588008065.776868","728503565.427826","702477299.690503","751881001.628526","928767070.323356","1188107918.05234","1072947757.04318","1205266811.93099","1275284109.34541","1332864454.55989","1199508843.57555","1270447487.43649","1209873279.27528","1329179267.44004","1416009962.12529","1269986913.46988","1301771081.39155","1469214127.00427","1724293937.82569","1514356924.37693","1825289332.58734","1354284120.61072","1502495358.71601","1958069159.95506","2230423079.55601","2352147422.44094","2233186921.09598","2010467072.36555","1811239851.23525","2346389364.00511","2416061366.38377","2449336509.53842","2718475998.38313","2708115224.88177","2638857072.2794","2377296060.89755","2799581480.22431","3177946977.33904","2929786276.93227","3161588644.75526","3187747386.62003","3166783331.19333","3459069094.42554","3144782424.04127","3502664538.12321","3809701563.18929","3620100145.78452","3956740581.48931","4214518760.19576","3891778047.33263","4119969700.24694","4362102351.88488","4589093726.25436","4648188537.39222","4432548239.071",
"Turquía","TUR","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","26389878130.2906","26068004059.1729","26807063232.0955","28194172441.0946","28516811795.7639","26305092831.4958","27961981620.5266","28837756838.6847","30850945183.5151","30279608657.3679","31121110602.5681","31108029586.385","31458941383.8355","30867407343.9245","31832588965.427","31535732655.3431","31686550209.0179","31542150155.1229","32998975930.6154","33147385901.3234","35741962398.3584","33042693295.8891","35294730039.9493","34976184301.413","36475486625.4509","36007201318.8216","35746436772.1762","36448489883.6303","38052246618.3117","37162834862.562","40273095659.711","38436131437.4814","40899591293.8644","37264168590.3015","40498806234.556","39880632116.9804","41457098876.7525","44744863037.2705","45438174422.7362","42612667162.4282","44540902809.8236","46379628257.5829","49936925010.9165","51654635401.0422","52788660874.8099","54038758407.5506","54334896307.9859","59364513088.2353","57824860041.3578","60669359625.1512","61958794525.1842","64021320479.0613","67771122528.4715","66303926516.5137",
"Tuvalu","TUV","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5859063.93208624","","","","","","",
"Tanzanía","TZA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4891471026.32934","5066094037.93625","5128745937.08738","5288034685.05615","5399386061.75937","5714446140.37398","5935557681.9591","6080919132.77701","6196868276.46832","6442961567.84591","6690130334.60731","7038299072.09469","7373748709.41515","7595502122.68696","7944528887.70386","8353935652.58135","8641295968.3161","8964134528.85631","9611576827.29271","10016513330.2276","10337138262.304","10594001856.2492","10950652037.3106","11252532327.7267","12027812098.7162","12671825955.5758","13275312728.6524","14066492609.2139","14543242082.6316","15052255555.5358","15514172037.6923","16057168059.0269",
"Uganda","UGA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","3117350340.13564","3313865594.08379","3214047448.89907","3102372300.68932","3176645375.02785","3241168250.08197","3419968892.66128","3631616154.21691","3821848649.54221","3932027595.61857","3893380117.4304","4256726205.2408","4330564427.47346","4585985665.66199","4781134028.03023","4833209262.88264","4918754518.3383","5205145377.77443","5182329574.92582","5589488835.82887","5984481832.91843","6112545945.67108","6209650812.9729","6336908565.13693","6365968740.81707","6373559380.90592","6459337450.78385","6672749371.44773","6864721603.48162","7078218804.12446","7120273943.9828","7252853655.40512","7448513764.84164","7623234761.7528","7837396632.97794","8053557893.66346","8407043279.90306","8853941151.95218","9280949820.4646","9635297794.27518",
"Ucrania","UKR","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11856647110.6449","9796249845.43475","8820346725.84657","9303557091.18105","8363888799.38704","7991456072.97327","7207392779.26415","7138671308.62593","6340360136.06182","6090033964.62421","6826939073.44396","7510960123.52127","7654525249.34592","6803651474.54566","8144316039.07791","8167144563.44595","8302863688.20809","7790244374.10805","9104282615.88561","8922196963.5679","8940768615.01905","10690259915.7659","10262318985.4735","11558995863.1978","11480368916.3799","10977765773.849","11673055016.9417","11378454370.6637","12308831507.2942","12432364289.9805","11102425375.8369","12701174629.9574",
