country_code_alpha_three,year,temp_change_celsius
IRQ,1977,0.268
IRQ,1978,0.085
IRQ,1979,1.175
IRQ,1980,-0.057
IRQ,1981,0.163
IRQ,1982,-0.514
IRQ,1983,-0.914
IRQ,1984,-0.077
IRQ,1985,-0.064
IRQ,1986,0.294
IRQ,1987,0.271
IRQ,1988,-0.01
IRQ,1989,0.085
IRQ,1990,0.277
IRQ,1991,0.524
IRQ,1992,-1.28
IRQ,1993,-0.578
IRQ,1994,0.893
IRQ,1995,0.252
IRQ,1996,0.68
IRQ,1997,0.181
IRQ,1998,1.162
IRQ,1999,1.785
IRQ,2000,0.858
IRQ,2001,1.153
IRQ,2002,1.018
IRQ,2003,0.853
IRQ,2004,0.935
IRQ,2005,0.374
IRQ,2006,1.462
IRQ,2007,0.808
IRQ,2008,1.008
IRQ,2009,0.719
IRQ,2010,2.541
IRQ,2011,0.734
IRQ,2012,1.151
IRQ,2013,1.106
IRQ,2014,1.053
IRQ,2015,1.816
IRQ,2016,1.532
IRQ,2017,1.458
IRQ,2018,2.305
IRQ,2019,1.671
IRQ,2020,1.818
IRL,1970,0.045
IRL,1971,0.328
IRL,1972,-0.282
IRL,1973,0.347
IRL,1974,-0.226
IRL,1975,0.693
IRL,1976,0.546
IRL,1977,-0.297
IRL,1978,0.239
IRL,1979,-0.705
IRL,1980,-0.076
IRL,1981,0.355
IRL,1982,0.133
IRL,1983,0.384
IRL,1984,0.318
IRL,1985,-0.454
IRL,1986,-0.741
IRL,1987,-0.161
IRL,1988,0.231
IRL,1989,1.028
IRL,1990,0.803
IRL,1991,0.179
IRL,1992,0.429
IRL,1993,0.047
IRL,1994,0.265
IRL,1995,1.179
IRL,1996,-0.024
IRL,1997,0.96
IRL,1998,0.92
IRL,1999,1.054
IRL,2000,0.548
IRL,2001,0.529
IRL,2002,0.809
IRL,2003,1.006
IRL,2004,0.878
IRL,2005,1.162
IRL,2006,1.157
IRL,2007,1.355
IRL,2008,0.858
IRL,2009,0.824
IRL,2010,-0.086
IRL,2011,0.576
IRL,2012,0.715
IRL,2013,0.584
IRL,2014,1.424
IRL,2015,0.51
IRL,2016,1.098
IRL,2017,1.318
IRL,2018,0.834
IRL,2019,1.248
IRL,2020,1.117
IMN,1970,0.039
IMN,1971,0.306
IMN,1972,-0.201
IMN,1973,0.284
IMN,1974,-0.213
IMN,1975,0.684
IMN,1976,0.648
IMN,1977,-0.355
IMN,1978,0.194
IMN,1979,-0.795
IMN,1980,-0.049
IMN,1981,0.271
IMN,1982,0.054
IMN,1983,0.356
IMN,1984,0.329
IMN,1985,-0.517
IMN,1986,-0.713
IMN,1987,-0.251
IMN,1988,0.25
IMN,1989,1.085
IMN,1990,0.889
IMN,1991,0.16
IMN,1992,0.442
IMN,1993,-0.055
IMN,1994,0.253
IMN,1995,1.148
IMN,1996,-0.128
IMN,1997,0.908
IMN,1998,0.91
IMN,1999,1.09
IMN,2000,0.606
IMN,2001,0.495
IMN,2002,0.873
IMN,2003,1.034
IMN,2004,0.931
IMN,2005,1.147
IMN,2006,1.213
IMN,2007,1.307
IMN,2008,0.817
IMN,2009,0.86
IMN,2010,-0.129
IMN,2011,0.661
IMN,2012,0.589
IMN,2013,0.424
IMN,2014,1.533
IMN,2015,0.441
IMN,2016,1.118
IMN,2017,1.365
IMN,2018,0.879
IMN,2019,1.172
IMN,2020,1.19
ISR,1970,0.212
ISR,1971,-0.348
ISR,1972,-0.493
ISR,1973,-0.478
ISR,1974,-0.269
ISR,1975,-0.423
ISR,1976,-0.586
ISR,1977,0.004
ISR,1978,-0.088
ISR,1979,0.597
ISR,1980,-0.212
ISR,1981,-0.228
ISR,1982,-0.58
ISR,1983,-1.077
ISR,1984,-0.222
ISR,1985,-0.006
ISR,1986,0.04
ISR,1987,-0.299
ISR,1988,0.027
ISR,1989,-0.179
ISR,1990,-0.111
ISR,1991,0.397
ISR,1992,-1.045
ISR,1993,-0.363
ISR,1994,0.804
ISR,1995,-0.143
ISR,1996,0.335
ISR,1997,-0.123
ISR,1998,0.892
ISR,1999,0.903
ISR,2000,0.312
ISR,2001,0.928
ISR,2002,0.805
ISR,2003,0.641
ISR,2004,0.622
ISR,2005,0.26
ISR,2006,0.649
ISR,2007,0.582
ISR,2008,0.788
ISR,2009,0.89
ISR,2010,2.385
ISR,2011,0.643
ISR,2012,1.101
ISR,2013,1.186
ISR,2014,0.946
ISR,2015,1.412
ISR,2016,1.701
ISR,2017,0.82
ISR,2018,2.089
ISR,2019,1.304
ISR,2020,1.547
ITA,1970,-0.155
ITA,1971,-0.154
ITA,1972,-0.139
ITA,1973,0.033
ITA,1974,-0.123
ITA,1975,0.061
ITA,1976,-0.332
ITA,1977,0.276
ITA,1978,-0.545
ITA,1979,0.01
ITA,1980,-0.435
ITA,1981,-0.291
ITA,1982,0.502
ITA,1983,0.377
ITA,1984,-0.468
ITA,1985,0.115
ITA,1986,0.439
ITA,1987,0.183
ITA,1988,0.824
ITA,1989,0.398
ITA,1990,1.112
ITA,1991,0.002
ITA,1992,0.512
ITA,1993,0.498
ITA,1994,1.495
ITA,1995,0.395
ITA,1996,0.211
ITA,1997,0.907
ITA,1998,0.939
ITA,1999,0.889
ITA,2000,1.217
ITA,2001,1.503
ITA,2002,0.884
ITA,2003,1.497
ITA,2004,0.718
ITA,2005,0.528
ITA,2006,0.808
ITA,2007,1.519
ITA,2008,1.089
ITA,2009,1.182
ITA,2010,0.696
ITA,2011,1.2
ITA,2012,1.486
ITA,2013,0.946
ITA,2014,1.573
ITA,2015,1.647
ITA,2016,1.649
ITA,2017,1.559
ITA,2018,1.792
ITA,2019,1.639
ITA,2020,1.825
JAM,1970,-0.132
JAM,1971,-0.258
JAM,1972,0.071
JAM,1973,0.386
JAM,1974,0.242
JAM,1975,0.341
JAM,1976,-0.252
JAM,1977,
JAM,1978,
JAM,1979,
JAM,1980,0.512
JAM,1981,0.763
JAM,1982,0.357
JAM,1983,0.699
JAM,1984,0.28
JAM,1985,0.312
JAM,1986,0.334
JAM,1987,1.175
JAM,1988,0.995
JAM,1989,0.538
JAM,1990,0.575
JAM,1991,0.657
JAM,1992,0.82
JAM,1993,0.436
JAM,1994,0.941
JAM,1995,0.915
JAM,1996,0.231
JAM,1997,0.752
JAM,1998,1.201
JAM,1999,0.556
JAM,2000,0.23
JAM,2001,0.486
JAM,2002,0.741
JAM,2003,0.905
JAM,2004,0.735
JAM,2005,0.823
JAM,2006,0.811
JAM,2007,0.719
JAM,2008,0.329
JAM,2009,0.594
JAM,2010,1.002
JAM,2011,0.354
JAM,2012,0.489
JAM,2013,0.754
JAM,2014,0.973
JAM,2015,1.07
JAM,2016,1.257
JAM,2017,0.978
JAM,2018,1.185
JAM,2019,1.479
JAM,2020,1.616
JPN,1970,-0.382
JPN,1971,-0.334
JPN,1972,0.23
JPN,1973,0.331
JPN,1974,-0.483
JPN,1975,0.044
JPN,1976,-0.503
JPN,1977,-0.153
JPN,1978,0.237
JPN,1979,0.465
JPN,1980,-0.203
JPN,1981,-0.637
JPN,1982,-0.05
JPN,1983,0.092
JPN,1984,-0.624
JPN,1985,0.114
JPN,1986,-0.699
JPN,1987,0.311
JPN,1988,-0.17
JPN,1989,0.541
JPN,1990,1.12
JPN,1991,0.711
JPN,1992,0.318
JPN,1993,-0.004
JPN,1994,0.949
JPN,1995,0.33
JPN,1996,-0.147
JPN,1997,0.433
JPN,1998,1.175
JPN,1999,0.921
JPN,2000,0.601
JPN,2001,0.381
JPN,2002,0.594
JPN,2003,0.286
JPN,2004,1.077
JPN,2005,0.698
JPN,2006,0.346
JPN,2007,0.961
JPN,2008,0.631
JPN,2009,0.764
JPN,2010,0.884
JPN,2011,0.556
JPN,2012,0.353
JPN,2013,0.583
JPN,2014,0.516
JPN,2015,0.789
JPN,2016,1.274
JPN,2017,0.746
JPN,2018,0.872
JPN,2019,1.215
JPN,2020,1.382
JOR,1970,0.238
JOR,1971,-0.375
JOR,1972,-0.565
JOR,1973,-0.507
JOR,1974,-0.339
JOR,1975,-0.538
JOR,1976,-0.748
JOR,1977,-0.014
JOR,1978,0.016
JOR,1979,0.732
JOR,1980,-0.162
JOR,1981,-0.202
JOR,1982,-0.728
JOR,1983,-1.112
JOR,1984,-0.276
JOR,1985,-0.052
JOR,1986,0.04
JOR,1987,-0.175
JOR,1988,-0.048
JOR,1989,-0.076
JOR,1990,-0.069
JOR,1991,0.464
JOR,1992,-1.156
JOR,1993,-0.544
JOR,1994,0.912
JOR,1995,-0.013
JOR,1996,0.52
JOR,1997,-0.136
JOR,1998,1.058
JOR,1999,1.036
JOR,2000,0.38
JOR,2001,1.018
JOR,2002,0.747
JOR,2003,0.595
JOR,2004,0.712
JOR,2005,0.19
JOR,2006,0.833
JOR,2007,0.6
JOR,2008,0.817
JOR,2009,0.644
JOR,2010,2.639
JOR,2011,0.56
JOR,2012,1.087
JOR,2013,1.06
JOR,2014,0.885
JOR,2015,1.545
JOR,2016,1.772
JOR,2017,1.058
JOR,2018,2.101
JOR,2019,1.433
JOR,2020,1.781
KAZ,1992,0.275
KAZ,1993,-0.375
KAZ,1994,-0.05
KAZ,1995,2.038
KAZ,1996,-0.408
KAZ,1997,1.886
KAZ,1998,0.493
KAZ,1999,1.37
KAZ,2000,1.494
KAZ,2001,1.645
KAZ,2002,2.252
KAZ,2003,0.132
KAZ,2004,2.156
KAZ,2005,1.559
KAZ,2006,1.445
KAZ,2007,2.2
KAZ,2008,1.556
KAZ,2009,1.187
KAZ,2010,1.299
KAZ,2011,0.738
KAZ,2012,1.143
KAZ,2013,1.614
KAZ,2014,0.669
KAZ,2015,1.605
KAZ,2016,2.24
KAZ,2017,1.752
KAZ,2018,0.629
KAZ,2019,1.47
KAZ,2020,2.832
KEN,1970,0.223
KEN,1971,-0.231
KEN,1972,0.192
KEN,1973,0.506
KEN,1974,-0.105
KEN,1975,-0.086
KEN,1976,0.202
KEN,1977,0.153
KEN,1978,-0.021
KEN,1979,0.048
KEN,1980,0.571
KEN,1981,0.169
KEN,1982,0.279
KEN,1983,0.599
KEN,1984,0.172
KEN,1985,-0.052
KEN,1986,0.139
KEN,1987,0.728
KEN,1988,0.607
KEN,1989,-0.183
KEN,1990,-0.021
KEN,1991,0.272
KEN,1992,0.419
KEN,1993,0.051
KEN,1994,0.51
KEN,1995,0.391
KEN,1996,0.424
KEN,1997,0.503
KEN,1998,0.26
KEN,1999,0.234
KEN,2000,0.52
KEN,2001,0.606
KEN,2002,0.729
KEN,2003,0.886
KEN,2004,0.656
KEN,2005,0.729
KEN,2006,0.734
KEN,2007,0.456
KEN,2008,0.727
KEN,2009,1.296
KEN,2010,1.084
KEN,2011,1.02
KEN,2012,0.898
KEN,2013,0.805
KEN,2014,0.9
KEN,2015,1.013
KEN,2016,1.131
KEN,2017,1.393
KEN,2018,0.527
KEN,2019,1.498
KEN,2020,1.204
KIR,1970,0.118
KIR,1971,-0.437
KIR,1972,-0.293
KIR,1973,0.149
KIR,1974,-0.145
KIR,1975,-0.226
KIR,1976,-0.222
KIR,1977,0.143
KIR,1978,0.244
KIR,1979,0.169
KIR,1980,0.212
KIR,1981,0.276
KIR,1982,0.235
KIR,1983,0.179
KIR,1984,-0.081
KIR,1985,0.12
KIR,1986,0.387
KIR,1987,0.18
KIR,1988,0.15
KIR,1989,-0.112
KIR,1990,0.309
KIR,1991,0.369
KIR,1992,0.263
KIR,1993,-0.053
KIR,1994,0.225
KIR,1995,0.612
KIR,1996,0.43
KIR,1997,0.229
KIR,1998,0.656
KIR,1999,0.085
KIR,2000,0.352
KIR,2001,0.634
KIR,2002,0.736
KIR,2003,0.818
KIR,2004,
KIR,2005,
KIR,2006,0.796
KIR,2007,0.89
KIR,2008,0.714
KIR,2009,1.03
KIR,2010,0.738
KIR,2011,0.755
KIR,2012,0.855
KIR,2013,1.054
KIR,2014,1.194
KIR,2015,1.329
KIR,2016,1.656
KIR,2017,1.468
KIR,2018,1.374
KIR,2019,1.376
KIR,2020,1.667
KWT,1970,0.477
KWT,1971,-0.233
KWT,1972,-0.842
KWT,1973,-0.356
KWT,1974,-0.45
KWT,1975,-0.378
KWT,1976,-0.784
KWT,1977,0.221
KWT,1978,-0.12
KWT,1979,1.143
KWT,1980,0.281
KWT,1981,0.156
KWT,1982,-0.411
KWT,1983,-0.894
KWT,1984,0.053
KWT,1985,-0.183
KWT,1986,0.258
KWT,1987,0.541
KWT,1988,0.269
KWT,1989,-0.037
KWT,1990,0.213
KWT,1991,0.331
KWT,1992,-0.729
KWT,1993,-0.3
KWT,1994,0.765
KWT,1995,0.011
KWT,1996,0.715
KWT,1997,0.321
KWT,1998,1.14
KWT,1999,1.881
KWT,2000,1.037
KWT,2001,1.106
KWT,2002,1.451
KWT,2003,1.37
KWT,2004,1.3
KWT,2005,0.495
KWT,2006,1.683
KWT,2007,0.968
KWT,2008,1.209
KWT,2009,1.102
KWT,2010,2.442
KWT,2011,1.154
KWT,2012,1.344
KWT,2013,1.215
KWT,2014,1.354
KWT,2015,1.992
KWT,2016,1.48
KWT,2017,1.804
KWT,2018,2.173
KWT,2019,1.693
KWT,2020,1.76
KGZ,1992,0.067
KGZ,1993,-0.08
KGZ,1994,0.292
KGZ,1995,0.471
KGZ,1996,-0.406
KGZ,1997,1.438
KGZ,1998,0.816
KGZ,1999,1.087
KGZ,2000,1.098
KGZ,2001,1.438
KGZ,2002,1.415
KGZ,2003,0.417
KGZ,2004,1.505
KGZ,2005,1.156
KGZ,2006,1.631
KGZ,2007,1.702
KGZ,2008,1.01
KGZ,2009,0.991
KGZ,2010,1.361
KGZ,2011,1.235
KGZ,2012,0.289
KGZ,2013,1.383
KGZ,2014,0.495
KGZ,2015,1.482
KGZ,2016,1.877
KGZ,2017,1.43
KGZ,2018,1.21
KGZ,2019,1.647
KGZ,2020,1.369
LAO,1970,-0.019
LAO,1971,-0.399
LAO,1972,0.034
LAO,1973,0.513
LAO,1974,-0.372
LAO,1975,0.271
LAO,1976,-0.505
LAO,1977,0.013
LAO,1978,0.178
LAO,1979,0.513
LAO,1980,0.507
LAO,1981,0.491
LAO,1982,0.232
LAO,1983,0.318
LAO,1984,0.139
LAO,1985,0.333
LAO,1986,0.078
LAO,1987,0.98
LAO,1988,0.362
LAO,1989,0.288
LAO,1990,0.484
LAO,1991,0.735
LAO,1992,0.226
LAO,1993,0.33
LAO,1994,0.441
LAO,1995,0.678
LAO,1996,0.212
LAO,1997,0.406
LAO,1998,1.503
LAO,1999,0.727
LAO,2000,0.102
LAO,2001,0.786
LAO,2002,0.72
LAO,2003,1.06
LAO,2004,0.491
LAO,2005,0.961
LAO,2006,0.936
LAO,2007,0.656
LAO,2008,0.338
LAO,2009,0.699
LAO,2010,1.405
LAO,2011,0.171
LAO,2012,0.998
LAO,2013,1.189
LAO,2014,0.758
LAO,2015,1.413
LAO,2016,1.44
LAO,2017,1.192
LAO,2018,0.894
LAO,2019,2.124
LAO,2020,1.645
LVA,1992,1.567
LVA,1993,0.375
LVA,1994,0.668
LVA,1995,1.603
LVA,1996,-0.434
LVA,1997,0.746
LVA,1998,0.637
LVA,1999,1.538
LVA,2000,1.997
LVA,2001,1.806
LVA,2002,1.705
LVA,2003,0.227
LVA,2004,0.996
LVA,2005,1.329
LVA,2006,1.058
LVA,2007,2.175
LVA,2008,2.375
LVA,2009,1.499
LVA,2010,0.665
LVA,2011,1.118
LVA,2012,1.369
LVA,2013,1.046
LVA,2014,2.284
LVA,2015,2.126
LVA,2016,1.905
LVA,2017,1.469
LVA,2018,2.324
LVA,2019,2.428
LVA,2020,3.513
LBN,1970,0.414
LBN,1971,-0.282
LBN,1972,-0.642
LBN,1973,-0.522
LBN,1974,-0.221
LBN,1975,-0.25
LBN,1976,-0.669
LBN,1977,0.092
LBN,1978,0.037
LBN,1979,0.708
LBN,1980,-0.224
LBN,1981,0.021
LBN,1982,-0.501
LBN,1983,-0.963
LBN,1984,-0.088
LBN,1985,-0.023
LBN,1986,0.224
LBN,1987,-0.254
LBN,1988,-0.004
LBN,1989,0.122
LBN,1990,0.052
LBN,1991,0.408
LBN,1992,-1.026
LBN,1993,-0.435
LBN,1994,1.057
LBN,1995,0.063
LBN,1996,0.408
LBN,1997,-0.093
LBN,1998,1.004
LBN,1999,1.102
LBN,2000,0.554
LBN,2001,1.158
LBN,2002,0.849
LBN,2003,0.656
LBN,2004,0.684
LBN,2005,0.318
LBN,2006,0.756
LBN,2007,0.762
LBN,2008,1.023
LBN,2009,0.896
LBN,2010,2.372
LBN,2011,0.703
LBN,2012,1.083
LBN,2013,1.275
LBN,2014,1.072
LBN,2015,1.448
LBN,2016,1.742
LBN,2017,1.143
LBN,2018,2.276
LBN,2019,1.553
LBN,2020,1.797
LSO,1970,0.475
LSO,1971,-0.047
LSO,1972,-0.132
LSO,1973,0.089
LSO,1974,-0.12
LSO,1975,-0.165
LSO,1976,-0.436
LSO,1977,0.297
LSO,1978,0.128
LSO,1979,0.327
LSO,1980,0.19
LSO,1981,-0.277
LSO,1982,0.299
LSO,1983,1.028
LSO,1984,0.366
LSO,1985,0.79
LSO,1986,0.49
LSO,1987,0.582
LSO,1988,0.459
LSO,1989,-0.01
LSO,1990,0.336
LSO,1991,0.524
LSO,1992,0.988
LSO,1993,1.03
LSO,1994,0.112
LSO,1995,0.719
LSO,1996,-0.221
LSO,1997,0.231
LSO,1998,0.908
LSO,1999,1.217
LSO,2000,0.314
LSO,2001,0.569
LSO,2002,0.545
LSO,2003,0.778
LSO,2004,0.835
LSO,2005,0.872
LSO,2006,0.169
LSO,2007,0.718
LSO,2008,0.456
LSO,2009,0.461
LSO,2010,1.205
LSO,2011,0.449
LSO,2012,0.714
LSO,2013,0.622
LSO,2014,0.575
LSO,2015,1.1
LSO,2016,1.792
LSO,2017,0.82
LSO,2018,0.732
LSO,2019,1.761
LSO,2020,0.763
LBR,1970,0.332
LBR,1971,-0.113
LBR,1972,0.035
LBR,1973,0.508
LBR,1974,0.02
LBR,1975,-0.097
LBR,1976,-0.22
LBR,1977,0.239
LBR,1978,0.226
LBR,1979,0.524
LBR,1980,0.386
LBR,1981,0.138
LBR,1982,0.217
LBR,1983,0.489
LBR,1984,0.349
LBR,1985,0.279
LBR,1986,0.161
LBR,1987,0.938
LBR,1988,0.822
LBR,1989,0.353
LBR,1990,0.576
LBR,1991,0.512
LBR,1992,0.241
LBR,1993,0.524
LBR,1994,0.529
LBR,1995,0.628
LBR,1996,0.565
LBR,1997,0.988
LBR,1998,1.342
LBR,1999,0.805
LBR,2000,0.502
LBR,2001,0.53
LBR,2002,0.885
LBR,2003,0.921
LBR,2004,0.897
LBR,2005,1.077
LBR,2006,1.095
LBR,2007,1.022
LBR,2008,1.17
LBR,2009,1.377
LBR,2010,1.395
LBR,2011,1.059
LBR,2012,0.847
LBR,2013,0.954
LBR,2014,0.918
LBR,2015,1.338
LBR,2016,1.54
LBR,2017,1.572
LBR,2018,1.345
LBR,2019,1.499
LBR,2020,1.644
LBY,1970,-0.289
LBY,1971,-0.269
LBY,1972,0.082
LBY,1973,-0.266
LBY,1974,-0.083
LBY,1975,-0.401
LBY,1976,-0.457
LBY,1977,0.349
LBY,1978,-0.195
LBY,1979,0.12
LBY,1980,-0.085
LBY,1981,0.026
LBY,1982,0.039
LBY,1983,-0.383
LBY,1984,-0.154
LBY,1985,-0.01
LBY,1986,0.121
LBY,1987,-0.159
LBY,1988,0.825
LBY,1989,-0.086
LBY,1990,0.473
LBY,1991,0.225
LBY,1992,-0.448
LBY,1993,0.286
LBY,1994,0.415
LBY,1995,0.292
LBY,1996,0.525
LBY,1997,0.428
LBY,1998,0.668
LBY,1999,1.139
LBY,2000,0.217
LBY,2001,1.2
LBY,2002,0.837
LBY,2003,0.892
LBY,2004,0.684
LBY,2005,0.663
LBY,2006,0.745
LBY,2007,0.759
LBY,2008,0.784
LBY,2009,0.67
LBY,2010,1.988
LBY,2011,0.782
LBY,2012,0.699
LBY,2013,1.151
LBY,2014,1.211
LBY,2015,0.685
LBY,2016,1.587
LBY,2017,0.265
LBY,2018,1.646
LBY,2019,0.822
LBY,2020,1.069
LIE,1970,-0.55
LIE,1971,-0.073
LIE,1972,0.076
LIE,1973,-0.028
LIE,1974,0.173
LIE,1975,0.676
LIE,1976,0.288
LIE,1977,0.267
LIE,1978,-0.36
LIE,1979,-0.088
LIE,1980,-0.166
LIE,1981,0.043
LIE,1982,0.546
LIE,1983,0.948
LIE,1984,-0.365
LIE,1985,-0.329
LIE,1986,0.387
LIE,1987,-0.04
LIE,1988,0.933
LIE,1989,1.09
LIE,1990,1.31
LIE,1991,0.184
LIE,1992,1.086
LIE,1993,0.632
LIE,1994,1.925
LIE,1995,0.899
LIE,1996,-0.034
LIE,1997,0.94
LIE,1998,1.202
LIE,1999,0.966
LIE,2000,1.449
LIE,2001,1.43
LIE,2002,1.381
LIE,2003,1.672
LIE,2004,0.896
LIE,2005,0.661
LIE,2006,0.96
LIE,2007,1.935
LIE,2008,1.39
LIE,2009,1.404
LIE,2010,0.475
LIE,2011,1.653
LIE,2012,1.607
LIE,2013,0.92
LIE,2014,2.239
LIE,2015,2.043
LIE,2016,2.022
LIE,2017,1.782
LIE,2018,2.252
LIE,2019,2.054
LIE,2020,2.352
LTU,1992,1.482
LTU,1993,0.295
LTU,1994,0.943
LTU,1995,1.511
LTU,1996,-0.522
LTU,1997,0.519
LTU,1998,0.738
LTU,1999,1.484
LTU,2000,2.019
LTU,2001,1.798
LTU,2002,1.908
LTU,2003,0.173
LTU,2004,0.869
LTU,2005,1.195
LTU,2006,0.91
LTU,2007,2.182
LTU,2008,2.21
LTU,2009,1.385
LTU,2010,0.723
LTU,2011,0.914
LTU,2012,1.323
LTU,2013,0.926
LTU,2014,2.196
LTU,2015,2.063
LTU,2016,1.913
LTU,2017,1.511
LTU,2018,2.395
LTU,2019,2.601
LTU,2020,3.394
LUX,2000,1.636
LUX,2001,1.412
LUX,2002,1.369
LUX,2003,1.67
LUX,2004,0.994
LUX,2005,1.112
LUX,2006,1.338
LUX,2007,1.923
LUX,2008,1.262
LUX,2009,1.168
LUX,2010,0.303
LUX,2011,1.321
LUX,2012,1.244
LUX,2013,0.553
LUX,2014,2.452
LUX,2015,1.498
LUX,2016,1.849
LUX,2017,1.622
LUX,2018,2.447
LUX,2019,2.143
LUX,2020,2.62
MDG,1970,0.268
MDG,1971,-0.231
MDG,1972,-0.022
MDG,1973,0.147
MDG,1974,-0.303
MDG,1975,-0.255
MDG,1976,0.005
MDG,1977,0.339
MDG,1978,0.481
MDG,1979,0.278
MDG,1980,0.295
MDG,1981,0.072
MDG,1982,0.267
MDG,1983,0.423
MDG,1984,-0.134
MDG,1985,0.077
MDG,1986,-0.076
MDG,1987,0.478
MDG,1988,0.544
MDG,1989,0.016
MDG,1990,0.089
MDG,1991,0.338
MDG,1992,0.364
MDG,1993,0.198
MDG,1994,0.321
MDG,1995,0.299
MDG,1996,0.136
MDG,1997,0.594
MDG,1998,0.755
MDG,1999,0.401
MDG,2000,0.383
MDG,2001,0.561
MDG,2002,0.545
MDG,2003,0.607
MDG,2004,0.405
MDG,2005,0.61
MDG,2006,0.739
MDG,2007,0.625
MDG,2008,0.441
MDG,2009,0.797
MDG,2010,1.055
MDG,2011,0.956
MDG,2012,0.726
MDG,2013,0.629
MDG,2014,0.686
MDG,2015,0.976
MDG,2016,0.921
MDG,2017,1.206
MDG,2018,0.861
MDG,2019,1.328
MDG,2020,1.013
MWI,1970,0.169
MWI,1971,-0.24
MWI,1972,0.026
MWI,1973,0.31
MWI,1974,-0.31
MWI,1975,-0.117
MWI,1976,-0.073
MWI,1977,0.511
MWI,1978,0.28
MWI,1979,0.129
MWI,1980,0.26
MWI,1981,-0.142
MWI,1982,0.037
MWI,1983,0.919
MWI,1984,0.29
MWI,1985,0.036
MWI,1986,0.251
MWI,1987,0.622
MWI,1988,0.754
MWI,1989,0.211
MWI,1990,0.675
MWI,1991,0.232
MWI,1992,0.629
MWI,1993,0.097
MWI,1994,0.282
MWI,1995,0.827
MWI,1996,0.636
MWI,1997,0.715
MWI,1998,1.046
MWI,1999,0.352
MWI,2000,0.815
MWI,2001,0.668
MWI,2002,0.851
MWI,2003,1.027
MWI,2004,0.892
MWI,2005,1.474
MWI,2006,1.014
MWI,2007,1.101
MWI,2008,0.539
MWI,2009,0.705
MWI,2010,0.996
MWI,2011,0.717
MWI,2012,0.942
MWI,2013,0.68
MWI,2014,1.013
MWI,2015,1.054
MWI,2016,1.442
MWI,2017,1.35
MWI,2018,1.038
MWI,2019,1.115
MWI,2020,1.434
MYS,1970,0.123
MYS,1971,-0.218
MYS,1972,0.046
MYS,1973,0.297
MYS,1974,-0.205
MYS,1975,-0.033
MYS,1976,-0.191
MYS,1977,0.085
MYS,1978,0.232
MYS,1979,0.347
MYS,1980,0.295
MYS,1981,0.236
MYS,1982,0.221
MYS,1983,0.654
MYS,1984,0.011
MYS,1985,0.186
MYS,1986,0.203
MYS,1987,0.515
MYS,1988,0.474
MYS,1989,0.131
MYS,1990,0.53
MYS,1991,0.408
MYS,1992,0.383
MYS,1993,0.194
MYS,1994,0.34
MYS,1995,0.467
MYS,1996,0.4
MYS,1997,0.614
MYS,1998,1.21
MYS,1999,0.42
MYS,2000,0.405
MYS,2001,0.638
MYS,2002,0.765
MYS,2003,0.771
MYS,2004,0.692
MYS,2005,0.891
MYS,2006,0.628
MYS,2007,0.686
MYS,2008,0.571
MYS,2009,0.785
MYS,2010,0.985
MYS,2011,0.614
MYS,2012,0.787
MYS,2013,1.001
MYS,2014,1.028
MYS,2015,1.218
MYS,2016,1.661
MYS,2017,1.185
MYS,2018,1.184
MYS,2019,1.446
MYS,2020,1.417
MDV,1970,
MDV,1971,
MDV,1972,0.233
MDV,1973,0.597
MDV,1974,-0.121
MDV,1975,-0.322
MDV,1976,-0.004
MDV,1977,-0.015
MDV,1978,-0.169
MDV,1979,0.08
MDV,1980,0.175
MDV,1981,0.118
MDV,1982,0.303
MDV,1983,0.456
MDV,1984,0.185
MDV,1985,0.039
MDV,1986,0.214
MDV,1987,0.506
MDV,1988,0.79
MDV,1989,-0.021
MDV,1990,0.553
MDV,1991,0.589
MDV,1992,0.199
MDV,1993,0.224
MDV,1994,0.42
MDV,1995,0.685
MDV,1996,0.429
MDV,1997,0.554
MDV,1998,0.891
MDV,1999,0.28
MDV,2000,0.243
MDV,2001,0.431
MDV,2002,0.586
MDV,2003,0.483
MDV,2004,0.348
MDV,2005,0.798
MDV,2006,0.337
MDV,2007,0.379
MDV,2008,0.174
MDV,2009,0.5
MDV,2010,0.635
MDV,2011,0.509
MDV,2012,0.518
MDV,2013,0.603
MDV,2014,0.704
MDV,2015,0.858
MDV,2016,0.918
MDV,2017,0.798
MDV,2018,0.762
MDV,2019,1.088
MDV,2020,1.086
MLI,1970,0.393
MLI,1971,0.028
MLI,1972,0.314
MLI,1973,0.535
MLI,1974,-0.414
MLI,1975,-0.451
MLI,1976,-0.35
MLI,1977,0.392
MLI,1978,0.398
MLI,1979,0.687
MLI,1980,1.003
MLI,1981,0.422
MLI,1982,0.289
MLI,1983,0.852
MLI,1984,0.638
MLI,1985,0.541
MLI,1986,0.34
MLI,1987,1.126
MLI,1988,0.825
MLI,1989,0.139
MLI,1990,0.944
MLI,1991,0.734
MLI,1992,0.244
MLI,1993,1.056
MLI,1994,0.253
MLI,1995,0.628
MLI,1996,1.213
MLI,1997,0.909
MLI,1998,1.243
MLI,1999,0.433
MLI,2000,0.723
MLI,2001,0.642
MLI,2002,1.309
MLI,2003,1.327
MLI,2004,1.281
MLI,2005,1.466
MLI,2006,1.155
MLI,2007,0.994
MLI,2008,0.616
MLI,2009,1.032
MLI,2010,1.725
MLI,2011,1.298
MLI,2012,0.486
