country_code_alpha_three,year,temp_change_celsius
COG,2006,0.814
COG,2007,0.918
COG,2008,0.843
COG,2009,0.877
COG,2010,1.304
COG,2011,0.659
COG,2012,0.663
COG,2013,0.888
COG,2014,0.836
COG,2015,1.208
COG,2016,1.584
COG,2017,1.183
COG,2018,1.276
COG,2019,1.46
COG,2020,1.611
COK,1970,0.211
COK,1971,-0.114
COK,1972,-0.065
COK,1973,0.49
COK,1974,-0.131
COK,1975,-0.195
COK,1976,-0.216
COK,1977,0.221
COK,1978,0.18
COK,1979,0.202
COK,1980,0.328
COK,1981,0.191
COK,1982,0.143
COK,1983,0.307
COK,1984,0.166
COK,1985,0.191
COK,1986,0.42
COK,1987,0.192
COK,1988,0.499
COK,1989,0.278
COK,1990,0.325
COK,1991,0.432
COK,1992,0.427
COK,1993,0.174
COK,1994,0.504
COK,1995,0.738
COK,1996,0.708
COK,1997,0.296
COK,1998,0.381
COK,1999,1.264
COK,2000,0.914
COK,2001,0.983
COK,2002,0.874
COK,2003,0.813
COK,2004,0.868
COK,2005,0.755
COK,2006,0.954
COK,2007,0.984
COK,2008,0.848
COK,2009,0.687
COK,2010,1.185
COK,2011,1.04
COK,2012,0.781
COK,2013,1.008
COK,2014,0.798
COK,2015,0.209
COK,2016,0.95
COK,2017,1.401
COK,2018,1.138
COK,2019,1.119
COK,2020,1.174
CRI,1970,
CRI,1971,-0.421
CRI,1972,0.213
CRI,1973,0.209
CRI,1974,-0.234
CRI,1975,-0.386
CRI,1976,0.151
CRI,1977,0.245
CRI,1978,0.081
CRI,1979,0.109
CRI,1980,0.331
CRI,1981,0.135
CRI,1982,
CRI,1983,
CRI,1984,-0.073
CRI,1985,-0.155
CRI,1986,
CRI,1987,0.53
CRI,1988,-0.022
CRI,1989,-0.066
CRI,1990,0.46
CRI,1991,0.434
CRI,1992,0.396
CRI,1993,0.178
CRI,1994,0.383
CRI,1995,0.595
CRI,1996,-0.106
CRI,1997,0.615
CRI,1998,0.842
CRI,1999,-0.477
CRI,2000,-0.297
CRI,2001,0.361
CRI,2002,0.637
CRI,2003,0.597
CRI,2004,0.527
CRI,2005,0.337
CRI,2006,0.522
CRI,2007,0.491
CRI,2008,0.084
CRI,2009,0.782
CRI,2010,0.714
CRI,2011,0.288
CRI,2012,
CRI,2013,
CRI,2014,
CRI,2015,
CRI,2016,
CRI,2017,
CRI,2018,
CRI,2019,
CRI,2020,
CIV,1970,0.291
CIV,1971,-0.116
CIV,1972,0.014
CIV,1973,0.628
CIV,1974,-0.037
CIV,1975,-0.142
CIV,1976,-0.311
CIV,1977,0.333
CIV,1978,0.12
CIV,1979,0.529
CIV,1980,0.452
CIV,1981,0.273
CIV,1982,0.182
CIV,1983,0.67
CIV,1984,0.517
CIV,1985,0.255
CIV,1986,0.238
CIV,1987,1.032
CIV,1988,0.734
CIV,1989,0.337
CIV,1990,0.635
CIV,1991,0.515
CIV,1992,0.306
CIV,1993,0.554
CIV,1994,0.582
CIV,1995,0.733
CIV,1996,0.81
CIV,1997,0.726
CIV,1998,1.348
CIV,1999,0.565
CIV,2000,0.486
CIV,2001,0.568
CIV,2002,0.884
CIV,2003,1.152
CIV,2004,0.843
CIV,2005,1.111
CIV,2006,1
CIV,2007,1.097
CIV,2008,0.817
CIV,2009,1.01
CIV,2010,1.349
CIV,2011,1.044
CIV,2012,0.721
CIV,2013,0.99
CIV,2014,0.897
CIV,2015,1.417
CIV,2016,1.625
CIV,2017,1.714
CIV,2018,1.446
CIV,2019,1.508
CIV,2020,1.504
HRV,1992,0.829
HRV,1993,0.402
HRV,1994,1.715
HRV,1995,0.431
HRV,1996,-0.029
HRV,1997,0.313
HRV,1998,1.157
HRV,1999,0.706
HRV,2000,1.623
HRV,2001,1.596
HRV,2002,1.266
HRV,2003,1.287
HRV,2004,0.68
HRV,2005,0.307
HRV,2006,0.735
HRV,2007,1.995
HRV,2008,1.468
HRV,2009,1.51
HRV,2010,0.878
HRV,2011,1.269
HRV,2012,1.857
HRV,2013,1.282
HRV,2014,2.044
HRV,2015,1.933
HRV,2016,1.843
HRV,2017,1.562
HRV,2018,2.321
HRV,2019,2.117
HRV,2020,2.024
CUB,1970,-0.345
CUB,1971,0.091
CUB,1972,0.437
CUB,1973,0.38
CUB,1974,0.065
CUB,1975,0.518
CUB,1976,-0.179
CUB,1977,0.163
CUB,1978,0.058
CUB,1979,0.349
CUB,1980,0.5
CUB,1981,-0.013
CUB,1982,0.595
CUB,1983,0.317
CUB,1984,0.303
CUB,1985,0.251
CUB,1986,0.379
CUB,1987,0.75
CUB,1988,0.611
CUB,1989,0.689
CUB,1990,0.851
CUB,1991,0.913
CUB,1992,0.623
CUB,1993,0.64
CUB,1994,1.015
CUB,1995,1.046
CUB,1996,0.219
CUB,1997,0.819
CUB,1998,1.019
CUB,1999,0.718
CUB,2000,0.535
CUB,2001,0.515
CUB,2002,0.835
CUB,2003,0.88
CUB,2004,0.611
CUB,2005,0.576
CUB,2006,0.728
CUB,2007,0.713
CUB,2008,0.423
CUB,2009,0.777
CUB,2010,0.469
CUB,2011,0.316
CUB,2012,0.39
CUB,2013,0.661
CUB,2014,0.859
CUB,2015,1.114
CUB,2016,1.156
CUB,2017,1.284
CUB,2018,1.111
CUB,2019,1.572
CUB,2020,1.603
CYP,1970,0.489
CYP,1971,-0.217
CYP,1972,-0.559
CYP,1973,-0.328
CYP,1974,-0.171
CYP,1975,-0.217
CYP,1976,-0.711
CYP,1977,0.148
CYP,1978,-0.02
CYP,1979,0.616
CYP,1980,-0.289
CYP,1981,0.097
CYP,1982,-0.326
CYP,1983,-0.799
CYP,1984,0.007
CYP,1985,-0.078
CYP,1986,0.235
CYP,1987,-0.285
CYP,1988,0.018
CYP,1989,0.073
CYP,1990,0.049
CYP,1991,0.345
CYP,1992,-0.964
CYP,1993,-0.457
CYP,1994,1.015
CYP,1995,0.026
CYP,1996,0.221
CYP,1997,-0.028
CYP,1998,0.921
CYP,1999,1.05
CYP,2000,0.589
CYP,2001,1.119
CYP,2002,0.811
CYP,2003,0.564
CYP,2004,0.603
CYP,2005,0.329
CYP,2006,0.615
CYP,2007,0.804
CYP,2008,1.021
CYP,2009,0.973
CYP,2010,1.981
CYP,2011,0.692
CYP,2012,0.949
CYP,2013,1.221
CYP,2014,1.066
CYP,2015,1.184
CYP,2016,1.561
CYP,2017,0.844
CYP,2018,2.183
CYP,2019,1.589
CYP,2020,1.746
CZE,1993,0.286
CZE,1994,1.797
CZE,1995,1.03
CZE,1996,-0.617
CZE,1997,0.118
CZE,1998,1.247
CZE,1999,1.1
CZE,2000,1.902
CZE,2001,1.219
CZE,2002,1.523
CZE,2003,1.074
CZE,2004,0.814
CZE,2005,0.742
CZE,2006,0.948
CZE,2007,2.161
CZE,2008,1.635
CZE,2009,1.413
CZE,2010,0.396
CZE,2011,1.029
CZE,2012,1.57
CZE,2013,0.77
CZE,2014,2.494
CZE,2015,2.112
CZE,2016,2.067
CZE,2017,1.585
CZE,2018,2.641
CZE,2019,2.533
CZE,2020,2.331
SVK,1970,-0.74
SVK,1971,-0.008
SVK,1972,0.341
SVK,1973,0.106
SVK,1974,0.382
SVK,1975,1.072
SVK,1976,0.028
SVK,1977,0.464
SVK,1978,-0.557
SVK,1979,-0.187
SVK,1980,-0.563
SVK,1981,0.278
SVK,1982,0.274
SVK,1983,1.15
SVK,1984,-0.089
SVK,1985,-0.997
SVK,1986,0.262
SVK,1987,-0.656
SVK,1988,0.556
SVK,1989,1.166
SVK,1990,1.249
SVK,1991,0.08
SVK,1992,1.05
PRK,1970,-0.404
PRK,1971,-0.292
PRK,1972,-0.178
PRK,1973,0.604
PRK,1974,-0.472
PRK,1975,0.922
PRK,1976,-0.301
PRK,1977,0.171
PRK,1978,0.683
PRK,1979,0.636
PRK,1980,0.016
PRK,1981,-0.584
PRK,1982,0.923
PRK,1983,0.609
PRK,1984,-0.14
PRK,1985,0.17
PRK,1986,-0.685
PRK,1987,0.251
PRK,1988,0.588
PRK,1989,1.257
PRK,1990,1.353
PRK,1991,0.615
PRK,1992,0.785
PRK,1993,0.59
PRK,1994,1.385
PRK,1995,0.722
PRK,1996,0.313
PRK,1997,1.021
PRK,1998,1.809
PRK,1999,1.423
PRK,2000,0.64
PRK,2001,0.914
PRK,2002,0.914
PRK,2003,0.995
PRK,2004,1.634
PRK,2005,0.888
PRK,2006,0.734
PRK,2007,1.645
PRK,2008,1.553
PRK,2009,1.117
PRK,2010,0.428
PRK,2011,0.557
PRK,2012,0.457
PRK,2013,0.329
PRK,2014,1.517
PRK,2015,1.217
PRK,2016,1.416
PRK,2017,1.625
PRK,2018,0.904
PRK,2019,1.886
PRK,2020,1.967
COD,1970,0.211
COD,1971,-0.136
COD,1972,0.09
COD,1973,0.467
COD,1974,-0.078
COD,1975,-0.092
COD,1976,-0.18
COD,1977,0.254
COD,1978,0.152
COD,1979,0.44
COD,1980,0.345
COD,1981,0.168
COD,1982,0.198
COD,1983,0.572
COD,1984,0.258
COD,1985,0.183
COD,1986,0.35
COD,1987,0.678
COD,1988,0.61
COD,1989,0.024
COD,1990,0.284
COD,1991,0.442
COD,1992,-0.072
COD,1993,0.199
COD,1994,0.419
COD,1995,0.548
COD,1996,0.11
COD,1997,0.521
COD,1998,0.971
COD,1999,0.446
COD,2000,0.532
COD,2001,0.515
COD,2002,0.987
COD,2003,0.985
COD,2004,0.974
COD,2005,1.008
COD,2006,0.824
COD,2007,0.799
COD,2008,0.675
COD,2009,0.9
COD,2010,1.326
COD,2011,0.827
COD,2012,0.485
COD,2013,1.1
COD,2014,1.093
COD,2015,1.204
COD,2016,1.681
COD,2017,1.395
COD,2018,1.545
COD,2019,1.633
COD,2020,1.896
DNK,1970,-1.207
DNK,1971,0.258
DNK,1972,0.285
DNK,1973,0.665
DNK,1974,0.575
DNK,1975,1.33
DNK,1976,0.295
DNK,1977,-0.019
DNK,1978,0.145
DNK,1979,-1.189
DNK,1980,-0.437
DNK,1981,0.304
DNK,1982,0.006
DNK,1983,1.065
DNK,1984,0.386
DNK,1985,-0.996
DNK,1986,-0.437
DNK,1987,-0.98
DNK,1988,0.926
DNK,1989,1.802
DNK,1990,1.845
DNK,1991,0.617
DNK,1992,1.451
DNK,1993,0.236
DNK,1994,0.97
DNK,1995,1.308
DNK,1996,-0.749
DNK,1997,0.654
DNK,1998,0.872
DNK,1999,1.337
DNK,2000,1.722
DNK,2001,1.048
DNK,2002,1.658
DNK,2003,0.712
DNK,2004,1.036
DNK,2005,1.284
DNK,2006,1.352
DNK,2007,2.136
DNK,2008,1.858
DNK,2009,1.324
DNK,2010,-0.195
DNK,2011,0.684
DNK,2012,1.145
DNK,2013,0.401
DNK,2014,2.681
DNK,2015,1.523
DNK,2016,1.856
DNK,2017,1.624
DNK,2018,2.115
DNK,2019,2.185
DNK,2020,2.642
DJI,1970,0.051
DJI,1971,-0.21
DJI,1972,0.136
DJI,1973,0.708
DJI,1974,-0.109
DJI,1975,0.216
DJI,1976,0.04
DJI,1977,0.297
DJI,1978,0.322
DJI,1979,0.255
DJI,1980,0.857
DJI,1981,0.108
DJI,1982,0.196
DJI,1983,0.345
DJI,1984,-0.086
DJI,1985,0.059
DJI,1986,-0.045
DJI,1987,0.218
DJI,1988,0.574
DJI,1989,-0.105
DJI,1990,0.522
DJI,1991,0.49
DJI,1992,0.456
DJI,1993,0.32
DJI,1994,0.285
DJI,1995,0.653
DJI,1996,0.762
DJI,1997,0.651
DJI,1998,0.972
DJI,1999,0.425
DJI,2000,0.845
DJI,2001,0.802
DJI,2002,1.375
DJI,2003,1.458
DJI,2004,0.952
DJI,2005,1.217
DJI,2006,0.901
DJI,2007,0.877
DJI,2008,0.314
DJI,2009,1.418
DJI,2010,1.047
DJI,2011,0.916
DJI,2012,
DJI,2013,1.293
DJI,2014,1.178
DJI,2015,1.696
DJI,2016,1.496
DJI,2017,1.77
DJI,2018,1.199
DJI,2019,1.351
DJI,2020,
DMA,1970,0.139
DMA,1971,-0.192
DMA,1972,-0.045
DMA,1973,0.204
DMA,1974,-0.354
DMA,1975,-0.355
DMA,1976,-0.397
DMA,1977,0.078
DMA,1978,0.121
DMA,1979,0.192
DMA,1980,0.376
DMA,1981,0.437
DMA,1982,0.117
DMA,1983,0.436
DMA,1984,-0.061
DMA,1985,-0.089
DMA,1986,-0.019
DMA,1987,0.568
DMA,1988,0.376
DMA,1989,-0.144
DMA,1990,0.414
DMA,1991,0.408
DMA,1992,0.304
DMA,1993,0.441
DMA,1994,0.547
DMA,1995,0.663
DMA,1996,0.451
DMA,1997,0.655
DMA,1998,1.089
DMA,1999,0.525
DMA,2000,0.35
DMA,2001,0.544
DMA,2002,0.695
DMA,2003,0.92
DMA,2004,0.557
DMA,2005,0.862
DMA,2006,0.732
DMA,2007,0.877
DMA,2008,0.405
DMA,2009,0.552
DMA,2010,1.23
DMA,2011,0.633
DMA,2012,0.744
DMA,2013,0.753
DMA,2014,0.739
DMA,2015,0.982
DMA,2016,1.141
DMA,2017,0.905
DMA,2018,0.646
DMA,2019,0.766
DMA,2020,1.064
DOM,1970,-0.005
DOM,1971,-0.272
DOM,1972,-0.021
DOM,1973,0.348
DOM,1974,-0.356
DOM,1975,0.005
DOM,1976,-0.348
DOM,1977,0.306
DOM,1978,0.333
DOM,1979,0.2
DOM,1980,0.662
DOM,1981,0.506
DOM,1982,0.343
DOM,1983,0.683
DOM,1984,0.369
DOM,1985,0.214
DOM,1986,0.333
DOM,1987,0.847
DOM,1988,0.635
DOM,1989,0.305
DOM,1990,0.714
DOM,1991,0.466
DOM,1992,0.283
DOM,1993,0.428
DOM,1994,0.855
DOM,1995,0.926
DOM,1996,0.689
DOM,1997,0.967
DOM,1998,1.411
DOM,1999,0.962
DOM,2000,0.597
DOM,2001,0.954
DOM,2002,0.971
DOM,2003,1.175
DOM,2004,0.761
DOM,2005,1
DOM,2006,0.942
DOM,2007,1.193
DOM,2008,0.622
DOM,2009,0.738
DOM,2010,1.269
DOM,2011,0.629
DOM,2012,0.83
DOM,2013,1.059
DOM,2014,1.039
DOM,2015,1.349
DOM,2016,1.397
DOM,2017,1.108
DOM,2018,1.274
DOM,2019,1.246
DOM,2020,1.588
ECU,1970,-0.133
ECU,1971,-0.56
ECU,1972,0.567
ECU,1973,0.1
ECU,1974,-0.301
ECU,1975,-0.349
ECU,1976,0.306
ECU,1977,0.359
ECU,1978,0.303
ECU,1979,0.528
ECU,1980,0.475
ECU,1981,0.074
ECU,1982,0.54
ECU,1983,1.058
ECU,1984,-0.222
ECU,1985,-0.153
ECU,1986,0.131
ECU,1987,1.033
ECU,1988,0.334
ECU,1989,-0.102
ECU,1990,0.442
ECU,1991,0.362
ECU,1992,0.595
ECU,1993,0.372
ECU,1994,0.257
ECU,1995,0.599
ECU,1996,-0.072
ECU,1997,1.005
ECU,1998,1.168
ECU,1999,0.161
ECU,2000,0.19
ECU,2001,0.398
ECU,2002,0.669
ECU,2003,0.698
ECU,2004,0.668
ECU,2005,0.657
ECU,2006,0.624
ECU,2007,0.641
ECU,2008,0.516
ECU,2009,0.843
ECU,2010,0.678
ECU,2011,0.471
ECU,2012,0.474
ECU,2013,0.246
ECU,2014,0.873
ECU,2015,1.335
ECU,2016,1.268
ECU,2017,0.87
ECU,2018,0.844
ECU,2019,1.06
ECU,2020,1.14
EGY,1970,-0.089
EGY,1971,-0.208
EGY,1972,0.027
EGY,1973,-0.256
EGY,1974,-0.093
EGY,1975,-0.465
EGY,1976,-0.283
EGY,1977,-0.094
EGY,1978,-0.254
EGY,1979,0.58
EGY,1980,-0.086
EGY,1981,-0.247
EGY,1982,-0.446
EGY,1983,-1.169
EGY,1984,-0.275
EGY,1985,0.198
EGY,1986,0.071
EGY,1987,-0.36
EGY,1988,0.162
EGY,1989,-0.264
EGY,1990,-0.138
EGY,1991,0.362
EGY,1992,-0.666
EGY,1993,-0.059
EGY,1994,0.522
EGY,1995,0.057
EGY,1996,0.281
EGY,1997,-0.071
EGY,1998,0.655
EGY,1999,0.734
EGY,2000,-0.036
EGY,2001,0.59
EGY,2002,0.766
EGY,2003,0.68
EGY,2004,0.586
EGY,2005,0.466
EGY,2006,0.679
EGY,2007,0.556
EGY,2008,0.879
EGY,2009,0.865
EGY,2010,2.268
EGY,2011,0.553
EGY,2012,0.871
EGY,2013,0.981
EGY,2014,1.177
EGY,2015,1.124
EGY,2016,1.507
EGY,2017,0.539
EGY,2018,1.987
EGY,2019,0.975
EGY,2020,1.004
SLV,1970,-0.016
SLV,1971,-0.307
SLV,1972,0.362
SLV,1973,0.375
SLV,1974,-0.335
SLV,1975,0.003
SLV,1976,-0.229
SLV,1977,0.436
SLV,1978,0.132
SLV,1979,0.451
SLV,1980,0.353
SLV,1981,-0.005
SLV,1982,0.316
SLV,1983,0.657
SLV,1984,0.033
SLV,1985,0.129
SLV,1986,0.232
SLV,1987,0.573
SLV,1988,0.501
SLV,1989,0.246
SLV,1990,0.541
SLV,1991,0.542
SLV,1992,0.534
SLV,1993,0.292
SLV,1994,0.673
SLV,1995,0.684
SLV,1996,0.302
SLV,1997,0.998
SLV,1998,1.065
SLV,1999,0.433
SLV,2000,0.265
SLV,2001,0.57
SLV,2002,0.948
SLV,2003,1.09
SLV,2004,0.869
SLV,2005,0.706
SLV,2006,0.672
SLV,2007,0.675
SLV,2008,0.44
SLV,2009,1.011
SLV,2010,0.688
SLV,2011,0.678
SLV,2012,0.806
SLV,2013,0.792
SLV,2014,0.794
SLV,2015,1.416
SLV,2016,1.381
SLV,2017,0.833
SLV,2018,0.853
SLV,2019,1.034
SLV,2020,1.787
GNQ,1970,0.22
GNQ,1971,-0.119
GNQ,1972,-0.076
GNQ,1973,0.458
GNQ,1974,-0.159
GNQ,1975,-0.174
GNQ,1976,-0.329
GNQ,1977,0.174
GNQ,1978,-0.008
GNQ,1979,0.376
GNQ,1980,0.335
GNQ,1981,0.104
GNQ,1982,-0.077
GNQ,1983,0.179
GNQ,1984,0.221
GNQ,1985,0.022
GNQ,1986,-0.058
GNQ,1987,0.407
GNQ,1988,0.337
GNQ,1989,0.022
GNQ,1990,0.219
GNQ,1991,
GNQ,1992,-0.151
GNQ,1993,0.138
GNQ,1994,0.352
GNQ,1995,1.025
GNQ,1996,0.534
GNQ,1997,
GNQ,1998,1.086
GNQ,1999,0.611
GNQ,2000,0.449
GNQ,2001,0.435
GNQ,2002,0.727
GNQ,2003,0.994
GNQ,2004,0.849
GNQ,2005,0.87
GNQ,2006,0.73
GNQ,2007,0.906
GNQ,2008,0.775
GNQ,2009,0.891
GNQ,2010,0.996
GNQ,2011,0.662
GNQ,2012,0.599
GNQ,2013,0.757
GNQ,2014,0.823
GNQ,2015,0.801
GNQ,2016,1.371
GNQ,2017,1.184
GNQ,2018,0.571
GNQ,2019,1.452
GNQ,2020,1.361
ERI,1993,
ERI,1994,
ERI,1995,
ERI,1996,0.168
ERI,1997,0.365
ERI,1998,0.515
ERI,1999,0.881
ERI,2000,0.614
ERI,2001,0.547
ERI,2002,1.129
ERI,2003,0.711
ERI,2004,1.173
ERI,2005,0.835
ERI,2006,0.972
ERI,2007,0.28
ERI,2008,1.127
ERI,2009,1.784
ERI,2010,1.642
ERI,2011,1.415
ERI,2012,1.439
ERI,2013,1.191
ERI,2014,0.902
ERI,2015,1.771
ERI,2016,1.028
ERI,2017,1.349
ERI,2018,0.908
ERI,2019,0.872
ERI,2020,
EST,1992,1.588
EST,1993,0.525
EST,1994,0.348
EST,1995,1.731
EST,1996,-0.369
EST,1997,0.917
EST,1998,0.521
EST,1999,1.502
EST,2000,2.043
EST,2001,1.82
EST,2002,1.466
EST,2003,0.218
EST,2004,1.159
EST,2005,1.579
EST,2006,1.237
EST,2007,2.24
EST,2008,2.582
EST,2009,1.597
EST,2010,0.52
EST,2011,1.276
EST,2012,1.442
EST,2013,1.157
EST,2014,2.403
EST,2015,2.344
EST,2016,1.895
EST,2017,1.474
EST,2018,2.381
EST,2019,2.183
EST,2020,3.595
SWZ,1970,0.534
SWZ,1971,-0.007
SWZ,1972,-0.396
SWZ,1973,0.102
SWZ,1974,-0.247
SWZ,1975,-0.367
SWZ,1976,-0.449
SWZ,1977,0.294
SWZ,1978,0.186
SWZ,1979,0.221
SWZ,1980,-0.145
SWZ,1981,-0.431
SWZ,1982,0.19
SWZ,1983,0.929
SWZ,1984,-0.029
SWZ,1985,0.541
SWZ,1986,0.291
SWZ,1987,0.543
SWZ,1988,0.601
SWZ,1989,0.152
SWZ,1990,0.285
SWZ,1991,0.519
SWZ,1992,1.141
SWZ,1993,0.736
SWZ,1994,-0.001
SWZ,1995,0.59
SWZ,1996,-0.047
SWZ,1997,0.235
SWZ,1998,0.942
SWZ,1999,0.492
SWZ,2000,-0.073
SWZ,2001,0.55
SWZ,2002,0.693
SWZ,2003,0.794
SWZ,2004,0.65
SWZ,2005,0.93
SWZ,2006,0.055
SWZ,2007,0.801
SWZ,2008,0.437
SWZ,2009,0.266
SWZ,2010,1.074
SWZ,2011,1.067
SWZ,2012,0.464
SWZ,2013,0.421
SWZ,2014,0.561
SWZ,2015,0.879
SWZ,2016,1.207
SWZ,2017,0.625
SWZ,2018,1.108
SWZ,2019,1.591
SWZ,2020,0.551
ETH,1993,0.192
ETH,1994,0.524
ETH,1995,0.75
ETH,1996,0.724
ETH,1997,0.648
ETH,1998,0.807
ETH,1999,0.372
ETH,2000,0.622
ETH,2001,0.78
ETH,2002,1.089
ETH,2003,1.127
ETH,2004,0.878
ETH,2005,1.165
ETH,2006,1.008
ETH,2007,0.893
ETH,2008,0.808
ETH,2009,1.369
ETH,2010,1.29
ETH,2011,1.15
ETH,2012,1.078
ETH,2013,1.244
ETH,2014,1.201
ETH,2015,1.462
ETH,2016,1.565
ETH,2017,1.523
ETH,2018,0.964
ETH,2019,1.373
ETH,2020,1.37
ERI,1970,0.401
ERI,1971,-0.333
ERI,1972,0.043
ERI,1973,0.495
ERI,1974,-0.173
ERI,1975,-0.107
ERI,1976,0.007
ERI,1977,0.157
ERI,1978,0.096
ERI,1979,0.477
ERI,1980,0.62
ERI,1981,0.28
ERI,1982,0.091
ERI,1983,0.134
ERI,1984,0.543
ERI,1985,0.438
ERI,1986,0.229
ERI,1987,0.382
ERI,1988,0.824
ERI,1989,0.095
ERI,1990,0.593
ERI,1991,0.532
ERI,1992,0.138
FLK,1970,0.203
FLK,1971,-0.223
FLK,1972,-0.505
FLK,1973,0.219
FLK,1974,0.211
FLK,1975,0.128
FLK,1976,-0.223
FLK,1977,-0.089
FLK,1978,0.228
FLK,1979,0.644
FLK,1980,0.186
FLK,1981,0.186
FLK,1982,
FLK,1983,
FLK,1984,
FLK,1985,
FLK,1986,
FLK,1987,
FLK,1988,
FLK,1989,
FLK,1990,
FLK,1991,
FLK,1992,
FLK,1993,
FLK,1994,
FLK,1995,
FLK,1996,
FLK,1997,
FLK,1998,
FLK,1999,
FLK,2000,
FLK,2001,
FLK,2002,
FLK,2003,
FLK,2004,
FLK,2005,
FLK,2006,
FLK,2007,
FLK,2008,
FLK,2009,
FLK,2010,
FLK,2011,
FLK,2012,
FLK,2013,
FLK,2014,
FLK,2015,
FLK,2016,
FLK,2017,
FLK,2018,
FLK,2019,
FLK,2020,
FRO,1970,-0.51
FRO,1971,0.245
FRO,1972,0.672
FRO,1973,-0.05
FRO,1974,0.5
FRO,1975,-0.025
FRO,1976,0.506
FRO,1977,-0.315
FRO,1978,-0.123
FRO,1979,-0.888
FRO,1980,0.024
FRO,1981,-0.38
FRO,1982,0.196
FRO,1983,-0.306
FRO,1984,0.439
FRO,1985,-0.179
FRO,1986,-0.196
FRO,1987,0.138
FRO,1988,0.203
FRO,1989,0.424
FRO,1990,0.676
FRO,1991,0.977
FRO,1992,0.67
FRO,1993,0.04
FRO,1994,-0.073
FRO,1995,-0.22
FRO,1996,0.28
FRO,1997,0.824
FRO,1998,0.608
FRO,1999,0.51
FRO,2000,0.216
FRO,2001,0.476
FRO,2002,1.048
FRO,2003,1.617
FRO,2004,1.033
FRO,2005,0.495
FRO,2006,1.142
FRO,2007,0.959
FRO,2008,0.895
FRO,2009,1.448
FRO,2010,0.265
FRO,2011,1.06
FRO,2012,0.366
FRO,2013,0.603
FRO,2014,1.772
FRO,2015,0.82
FRO,2016,0.81
FRO,2017,1.496
FRO,2018,0.837
FRO,2019,0.881
FRO,2020,0.843
FJI,1970,0.145
FJI,1971,0.145
FJI,1972,-0.199
FJI,1973,0.419
FJI,1974,0.154
FJI,1975,0.164
FJI,1976,-0.004
FJI,1977,-0.052
FJI,1978,0.021
FJI,1979,0.158
FJI,1980,0.195
FJI,1981,0.178
FJI,1982,0.139
FJI,1983,0.081
FJI,1984,0.297
FJI,1985,0.271
FJI,1986,-0.16
FJI,1987,0.086
FJI,1988,0.696
FJI,1989,0.109
FJI,1990,0.238
FJI,1991,0.052
FJI,1992,0.144
FJI,1993,-0.214
FJI,1994,-0.041
FJI,1995,0.441
FJI,1996,0.486
FJI,1997,0.228
FJI,1998,0.834
FJI,1999,0.612
FJI,2000,0.762
FJI,2001,0.779
FJI,2002,0.762
FJI,2003,0.653
FJI,2004,0.574
FJI,2005,0.729
FJI,2006,0.666
FJI,2007,1.029
FJI,2008,0.601
FJI,2009,0.38
FJI,2010,0.961
FJI,2011,0.933
FJI,2012,0.615
FJI,2013,0.965
FJI,2014,0.753
FJI,2015,0.632
FJI,2016,1.109
FJI,2017,1.152
FJI,2018,0.794
FJI,2019,1.018
FJI,2020,1.232
FIN,1970,-0.621
FIN,1971,-0.446
FIN,1972,0.942
FIN,1973,1.144
FIN,1974,1.125
FIN,1975,1.898
FIN,1976,-0.872
FIN,1977,-0.222
FIN,1978,-0.521
FIN,1979,-0.751
FIN,1980,-0.377
FIN,1981,-0.237
FIN,1982,-0.153
FIN,1983,0.966
FIN,1984,0.759
FIN,1985,-1.173
FIN,1986,-0.179
FIN,1987,-1.652
FIN,1988,0.579
FIN,1989,2.175
FIN,1990,1.246
FIN,1991,1.133
FIN,1992,1.159
FIN,1993,0.929
FIN,1994,0.135
FIN,1995,1.693
FIN,1996,0.131
FIN,1997,0.777
FIN,1998,0.064
FIN,1999,1.153
FIN,2000,2.019
FIN,2001,1.361
FIN,2002,1.166
FIN,2003,0.707
FIN,2004,1.225
FIN,2005,2.195
FIN,2006,1.2
FIN,2007,1.94
FIN,2008,2.125
FIN,2009,1.685
FIN,2010,0.232
FIN,2011,1.345
FIN,2012,1.533
FIN,2013,1.414
FIN,2014,2.584
FIN,2015,2.605
FIN,2016,2.142
FIN,2017,1.477
FIN,2018,2.144
FIN,2019,1.436
FIN,2020,3.305
FRA,1970,-0.104
FRA,1971,-0.172
FRA,1972,-0.338
FRA,1973,0.042
FRA,1974,-0.103
FRA,1975,0.46
FRA,1976,0.347
FRA,1977,0.004
FRA,1978,-0.228
FRA,1979,-0.196
FRA,1980,-0.228
FRA,1981,0.079
FRA,1982,0.796
FRA,1983,0.704
FRA,1984,-0.098
FRA,1985,-0.351
FRA,1986,-0.017
FRA,1987,-0.024
FRA,1988,0.751
FRA,1989,1.254
FRA,1990,1.567
FRA,1991,0.226
FRA,1992,0.631
FRA,1993,0.302
FRA,1994,1.526
FRA,1995,1.296
FRA,1996,0.158
FRA,1997,1.21
FRA,1998,0.915
FRA,1999,1.17
FRA,2000,1.141
FRA,2001,1.355
FRA,2002,1.01
FRA,2003,1.752
FRA,2004,0.924
FRA,2005,0.968
FRA,2006,1.256
FRA,2007,1.349
FRA,2008,0.933
FRA,2009,1.148
FRA,2010,0.326
FRA,2011,1.462
FRA,2012,1.146
FRA,2013,0.638
FRA,2014,1.965
FRA,2015,1.513
FRA,2016,1.689
FRA,2017,1.682
FRA,2018,1.925
FRA,2019,1.888
FRA,2020,2.411
